pos,@Apple will be adding more carrier support to the iPhone 4S (just announced)
pos,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY
pos,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!
pos,I just realized that the reason I got into twitter was ios5 thanks @apple
pos,I'm a current @Blackberry user little bit disappointed with it! Should I move to @Android or @Apple @iphone
pos,From which companies do you experience the best customer service aside from @zappos and @apple?
pos,Just apply for a job at @Apple hope they call me lol
pos,RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ...
pos,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol
pos,RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!
pos,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple
pos,Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!
pos, ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps
pos,Hey @apple if you send me a free iPhone (any version will do) I will publicly and ceremoniously burn my #BlackBerry.
pos,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards
pos,Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today out of warranty.
pos,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes
pos,@apple..good ipad
pos,@apple @siri is efffing amazing!!
pos,Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM
pos,We're one of a few Featured Education Apps on the @Apple **Website** today sweet! http://t.co/0yWvbe1Z
pos,When you want something done right you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered
pos,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16
pos,&lt;3 #ios5 @apple
pos,--- RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?
pos,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...
pos,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!
pos,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
pos,At the bus with my iPhone ;) thxx @apple
pos,@azee1v1 @apple @umber AppStore is well done so is iTunes on the mobile devices.  I was talking about desktop app.
pos,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad
pos,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
pos,@bkad5161 than apologize to @apple ;)
pos,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
pos,Lmfao look at the argument I had with Siri !!@ijustine @apple http://t.co/D4VjL7SI
pos,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple
pos,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
pos,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
pos,you are so blessed. @apple
pos,#Siri now knows who my dad mom brother and girlfriend is.  Thanks @apple
pos,loving new technology from @apple iPhone 4s mac air and iCloud are unreal #technology
pos,I'm loving this new IOS5 update :) @apple
pos,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...
pos,hey @apple I hate my computer i need a #mack wanna send me a free one.
pos,Thank you @apple. My new gf(iphone4s) is great!  She does everything!
pos,#iCloud set up was flawless and works like a champ! To the Cloud @Apple
pos,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
pos,@apple loving the new IOS5 upgrade for the iPhone!
pos,Is it just me or is #iOS5 faster for the iPad? @apple
pos,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
pos,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!
pos,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1
pos,@Apple Safari Reader owns the worldwide web
pos,Kind of excited. On my way to my last class right now and then going to the @Apple store so buy #MacOSC Snow Leopard and Lion :-)
pos,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
pos,Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing because you are doing it well! http://t.co/ZZc6bE0w
pos,Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
pos,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
pos,@iancollinsuk @apple I like what you did there...!
pos,I just sent my grandma a post card using my #CardsApp thanks @Apple
pos,Sorry @BlackBerry I'm moving to @Apple.
pos,@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to Will it blend? Glad to hear it's still alive.
pos,Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
pos,God Bless @YouTube @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)
pos,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
pos,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.
pos,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)
pos,This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.
pos,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
pos,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
pos,Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.
pos,@apple your simply the best.
pos,Day305 I'm thankful for the great customer service received today from @Apple via phone CS new phone on the way #365daysofgratefulness
pos,S/O to @apple for replacing my phone for free
pos,Loving the new iPod update @apple
pos,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.
pos,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed
pos,Loving my new #iPhone4S thanks @apple for #ios5
pos,i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX
pos,@rygurl you need an @apple iphone4S with Siri!
pos,Meet #Siri your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple
pos,So I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac
pos,I  @Apple http://t.co/a8on3IAa
pos,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry
pos,Loving #iOS5 !! #awesome @Apple
pos,RT @MattyRiesz: @kathrynyee You were right an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}
pos,Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge
pos,@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??
pos,@apple by far the best iPod and first time iPhone ever.... Good job guys
pos,Thank you Steve @apple store 5th av. http://t.co/nSAisriP
pos,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?
pos,@Apple iOS 5 is sweet! Notifications phone search covers mail now wifi sync iCloud backup and integrated Twitter are all well done.
pos,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s
pos,I &lt;3 @apple http://t.co/ondXWpEr
pos,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.
pos,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
pos,My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job @apple.
pos,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple
pos,@RickySinghPT got a new backside for my eye phone! V impressed with @apple
pos,_ibertaddigital.tv/ iPad a briliant SteveJobs produck http://t.co/00ohfLY6@Apple present... http://t.co/DBbWSDpx
pos,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple
pos,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required
pos,Finally got my iPhone 4S thanks @Apple. Stupid @att. Learned my lesson.
pos,I absolutely love my iPhone 4S. Thank you Steve and @apple.
pos,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s
pos,dammit listening to siri is making me want to upgrade. well played @apple.
pos,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
pos,#iOS5 update submitted to @apple! Thanks for all the support!
pos,Awesome service from the @apple store in pc. Thanks chris!
pos,RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO
pos,I am crazy about #iOS5 . The photo cropping is the best! @apple
pos,.@apple thanks for fixing this... http://t.co/wTj1ogDO
pos,Hell yes!!! Got my contacts back!!  Thanks @apple
pos,RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE
pos,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!
pos,@jonsibley Actually the @Apple  mouse is pretty sweet man.
pos,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple
pos,Finally got the @apple IPhone thanks to @sprint getting with the times
pos,#iOs5 is nice and as it had to be ! Thanks @Apple
pos,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!
pos,Wow I am loving this new @apple update for my touch. #coolness Well done
pos,@Apple: Siri is amazing!!! I'm in love!
pos,Love love love iOS 5!! @apple
neg,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...
neg,RT @Jewelz2611 @mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
neg,@mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
neg,THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
neg,@apple needs to hurry up and release #iTunesMatch
neg,Why is  #Siri always down @apple
neg,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
neg,@apple AirDrop #fail - Immediate declined your request. every time
neg,good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb
neg,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
neg,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss
neg,@paulens It surprises me that @Apple throws up an error alert about authorizing and there's no Authorize this computer button.
neg,@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!
neg,Oh @apple. Steve obviously had nothing to do with iPhoto as it's the perfect opposite of 'insanely great'. Get it fixed please.
neg,OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS
neg,@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...
neg,Seriously - I have absolutely no offing clue what @Apple means by authorization nor how to do it.
neg,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
neg,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
neg,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity
neg,I am so done with @Att and @apple 's profitering and lack of customer service so fucking down with both!!!
neg,@rogerweir no but I have the option of a  replacement iPhone 4s ?Not sure if I want one after having 2 duff iPhones.@O2 @iphone4s @apple
neg,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
neg,You know @apple It's been almost a week since I paid for iTunes Match I would really like to use it. Any ETA on a fix?
neg,removing all @apple shit.
neg,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
neg,What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.
neg,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
neg,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
neg,@bisquiat @Apple the upgrade just slows down my phone so much it's stuck half the time. uch. thankfully no other damage. sucks for you :(
neg,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.
neg,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
neg,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
neg,@FishMama: If you made a purchase just wait for the @apple survey! hate going b/c of the bad #custserv
neg,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!
neg,@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the newest model are suckers...
neg,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
neg,RT @phxguy88: Oh just fuck you @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
neg,Oh just fuck you @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
neg,@apple No I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now
neg,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
neg,@Apple on the #iPad with #iOS5 why has the Messages Icon been included when it can't be used?
neg,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
neg,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
neg,@apple why is my iPhone battery so crappy #fail
neg,My @Apple @macbook keyboard will not type :(
neg,@apple your new Save a Version function in Pages is absolutely the most awful interrupting counter-intuitive piece of crap in the world
neg,I hate my @apple computer.  Thats 3500 dollars down the drain.
neg,@apple my iPhone is charging very slowly!!!!!
neg,@apple Wish I could pick month day and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!
neg,@apple $319 to repair my iPad 2 Apple you've lost me and my $700 a year Android here I come!
neg,@azee1v1 @apple @umber Proper consolidation proper syncing stop losing my PURCHASED items checkboxes that do what you think they will do.
neg,@AsimRang @apple @umber the desktop app is wack though
neg,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
neg,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
neg,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
neg,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.
neg,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
neg,fuck u @apple
neg,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
neg,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
neg,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
neg,iMessage doesn't show the time a message was sent annoying @apple
neg,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
neg,RT @CircusTK: I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
neg,Samsung seeks iPhone 4S ban in Japan and AustraliaPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk
neg,@apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail
neg,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
neg,@apple the reservation system not working shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing
neg,@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
neg,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market
neg,I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple
neg,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
neg,I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!
neg,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
